week,store_id,product_id,qty_sold,revenue,n_transactions,promotion_id,discount,has_promo,has_promo_next_week,lag_1w,lag_2w,lag_4w,lag_8w,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,store_taxonomies,store_type_enc,product_taxonomies,price,product_cat_enc,price_vs_category,week_of_year,month,quarter,is_month_end
2024-10-21,ST003,PRD001,4,269.8,1,,0.0,0,0,5.0,5.0,6.0,4.0,4.25,2.217355782608345,4.5,1.7728105208558584,convenience,1,frozen,67.45,0,0.668024689492865,43,10,4,0
2024-11-11,ST003,PRD001,4,269.8,1,,0.0,0,0,4.0,5.0,1.0,7.0,3.75,1.8929694486000912,4.5,1.7728105208558584,convenience,1,frozen,67.45,0,0.668024689492865,46,11,4,0
2024-08-19,ST003,PRD002,4,752.28,1,,0.0,0,0,9.0,5.0,2.0,3.0,4.25,3.593976442141304,4.5,2.9760952365713926,convenience,1,beverage,188.07,1,1.1114940299747902,34,8,3,0
2024-09-02,ST003,PRD002,8,1504.56,1,,0.0,0,0,4.0,9.0,1.0,6.0,4.75,3.304037933599835,4.625,2.9246489410819034,convenience,1,beverage,188.07,1,1.1114940299747902,36,9,3,0
2024-12-23,ST003,PRD002,1,188.07,1,,0.0,0,0,8.0,4.0,5.0,2.0,6.5,2.3804761428476167,4.875,3.1367635732209367,convenience,1,beverage,188.07,1,1.1114940299747902,52,12,4,0
2024-12-09,ST003,PRD003,6,1044.1200000000001,1,,0.0,0,0,3.0,5.0,5.0,7.0,4.25,0.9574271077563375,4.25,2.5495097567964087,convenience,1,personal_care,174.02,2,1.444002778326526,50,12,4,0
2024-10-07,ST003,PRD005,11,389.73,2,,0.0,0,0,9.0,5.0,5.0,4.0,6.25,1.8929694486000905,7.25,2.604940361258639,convenience,1,cleaning,35.43,4,0.2708725541287471,41,10,4,0
2024-11-18,ST003,PRD005,7,248.01,1,,0.0,0,0,11.0,9.0,6.0,8.0,7.75,2.7537852736430493,8.125,2.531938839252297,convenience,1,cleaning,35.43,4,0.2708725541287471,47,11,4,0
2024-11-25,ST003,PRD005,6,212.57999999999998,1,,0.0,0,0,7.0,11.0,5.0,10.0,8.0,2.5819888974716094,8.0,2.56347977784662,convenience,1,cleaning,35.43,4,0.2708725541287471,48,11,4,1
2024-12-23,ST003,PRD005,1,35.43,1,,0.0,0,0,6.0,7.0,9.0,11.0,8.25,2.2173557826083425,7.5,2.5071326821120343,convenience,1,cleaning,35.43,4,0.2708725541287471,52,12,4,0
2024-10-28,ST003,PRD006,11,1255.65,1,,0.0,0,0,5.0,8.0,8.0,3.0,6.25,2.061552812808827,7.375,4.718883039751795,convenience,1,personal_care,114.15,2,0.9472067414433567,44,10,4,1
2024-12-16,ST003,PRD006,7,799.0500000000001,1,,0.0,0,0,11.0,5.0,4.0,8.0,7.0,3.1622776601683773,8.375,4.5019836897591174,convenience,1,personal_care,114.15,2,0.9472067414433567,51,12,4,0
2024-12-30,ST003,PRD006,6,684.9000000000001,1,,0.0,0,0,7.0,11.0,8.0,5.0,7.75,2.4999999999999973,8.25,4.527692569068705,convenience,1,personal_care,114.15,2,0.9472067414433567,1,12,4,1
2024-07-29,ST003,PRD007,1,22.0,1,,0.0,0,0,7.0,1.0,6.0,7.0,5.5,3.1091263510296057,4.25,3.058944729337704,convenience,1,dairy,22.0,3,0.17568065161550783,31,7,3,1
2024-09-09,ST003,PRD007,1,22.0,1,,0.0,0,0,1.0,7.0,8.0,3.0,4.25,3.7749172176353754,3.5,3.0237157840738305,convenience,1,dairy,22.0,3,0.17568065161550783,37,9,3,0
2024-06-17,ST003,PRD008,4,265.52,1,,0.0,0,0,4.0,5.0,7.0,1.0,5.0,1.4142135623730956,3.625,1.9955307206713027,convenience,1,personal_care,66.38,2,0.5508154489444591,25,6,2,0
2024-08-05,ST003,PRD008,4,265.52,1,,0.0,0,0,4.0,4.0,4.0,1.0,4.25,0.5000000000000009,4.0,1.6903085094570518,convenience,1,personal_care,66.38,2,0.5508154489444591,32,8,3,0
2024-08-12,ST003,PRD008,6,398.28,2,,0.0,0,0,4.0,4.0,5.0,3.0,4.25,0.5000000000000009,4.375,1.1877349391654437,convenience,1,personal_care,66.38,2,0.5508154489444591,33,8,3,0
2024-09-09,ST003,PRD008,4,265.52,1,,0.0,0,0,6.0,4.0,4.0,4.0,4.5,1.0,4.75,1.1649647450214549,convenience,1,personal_care,66.38,2,0.5508154489444591,37,9,3,0
2024-11-18,ST003,PRD008,4,265.52,1,,0.0,0,0,4.0,6.0,4.0,7.0,4.5,1.0,4.75,1.1649647450214549,convenience,1,personal_care,66.38,2,0.5508154489444591,47,11,4,0
2024-12-02,ST003,PRD008,11,730.18,1,,0.0,0,0,4.0,4.0,4.0,4.0,4.5,1.0,4.375,0.7440238091428816,convenience,1,personal_care,66.38,2,0.5508154489444591,49,12,4,0
2024-12-23,ST003,PRD013,10,1430.6,1,,0.0,0,0,3.0,20.0,7.0,3.0,9.0,7.52772652709081,7.25,5.824823725107173,convenience,1,cleaning,143.06,4,1.093734902445909,52,12,4,0
2024-05-06,ST003,PRD014,4,267.2,1,,0.0,0,0,15.0,1.0,2.0,3.0,4.75,6.849574196011505,4.0,4.598136268408887,convenience,1,snack,66.8,5,0.8352695278668196,19,5,2,0
2024-07-08,ST003,PRD014,8,534.4,1,,0.0,0,0,4.0,15.0,1.0,4.0,5.25,6.652067347825035,4.125,4.580626906564528,convenience,1,snack,66.8,5,0.8352695278668196,28,7,3,0
2024-07-15,ST003,PRD014,7,467.59999999999997,1,,0.0,0,0,8.0,4.0,1.0,2.0,7.0,6.055300708194982,4.625,4.779046527738118,convenience,1,snack,66.8,5,0.8352695278668196,29,7,3,0
2024-08-12,ST003,PRD014,3,200.39999999999998,1,,0.0,0,0,7.0,8.0,15.0,4.0,8.5,4.654746681256312,5.25,4.713203338949609,convenience,1,snack,66.8,5,0.8352695278668196,33,8,3,0
2024-09-23,ST003,PRD014,13,868.4,1,,0.0,0,0,3.0,7.0,4.0,2.0,5.5,2.380476142847614,5.125,4.764076885549666,convenience,1,snack,66.8,5,0.8352695278668196,39,9,3,0
2024-09-30,ST003,PRD014,13,868.3999999999999,2,,0.0,0,0,13.0,3.0,8.0,1.0,7.75,4.11298755975102,6.5,5.2915026221291805,convenience,1,snack,66.8,5,0.8352695278668196,40,9,3,1
2024-12-23,ST003,PRD014,1,66.8,1,,0.0,0,0,13.0,13.0,7.0,1.0,9.0,4.898979485566355,8.0,5.209880722517272,convenience,1,snack,66.8,5,0.8352695278668196,52,12,4,0
2024-11-25,ST003,PRD016,3,615.66,1,,0.0,0,0,8.0,7.0,11.0,10.0,7.0,3.7416573867739413,6.625,3.2923070504261456,convenience,1,beverage,205.22,1,1.2128505600650101,48,11,4,1
2024-12-23,ST003,PRD016,8,1641.76,1,,0.0,0,0,3.0,8.0,2.0,3.0,5.0,2.9439202887759484,5.75,3.195979617313873,convenience,1,beverage,205.22,1,1.2128505600650101,52,12,4,0
2024-12-02,ST003,PRD017,5,82.65,1,,0.0,0,0,11.0,9.0,1.0,4.0,6.5,4.43471156521669,5.75,3.6547425158474396,convenience,1,snack,16.53,5,0.20669169604249296,49,12,4,0
2024-06-24,ST003,PRD019,7,1253.42,2,,0.0,0,0,9.0,4.0,8.0,11.0,9.25,4.991659710623979,7.125,4.882549100038391,convenience,1,frozen,179.06,0,1.773409946635914,26,6,2,1
2024-07-22,ST003,PRD019,13,2327.78,1,,0.0,0,0,7.0,9.0,16.0,5.0,9.0,5.0990195135927845,6.625,4.627171304989073,convenience,1,frozen,179.06,0,1.773409946635914,30,7,3,0
2024-09-09,ST003,PRD019,12,2148.7200000000003,2,,0.0,0,0,13.0,7.0,4.0,1.0,8.25,3.774917217635374,7.625,5.069164484550541,convenience,1,frozen,179.06,0,1.773409946635914,37,9,3,0
2024-09-23,ST003,PRD019,9,1611.54,2,,0.0,0,0,12.0,13.0,9.0,3.0,10.25,2.7537852736430497,9.0,4.472135954999573,convenience,1,frozen,179.06,0,1.773409946635914,39,9,3,0
2024-09-30,ST003,PRD019,3,537.1800000000001,1,,0.0,0,0,9.0,12.0,7.0,8.0,10.25,2.7537852736430497,9.75,3.770183777256177,convenience,1,frozen,179.06,0,1.773409946635914,40,9,3,1
2024-11-04,ST003,PRD020,8,759.68,1,,0.0,0,0,8.0,10.0,4.0,7.0,6.0,3.6514837167011067,5.375,3.0207614933986466,convenience,1,dairy,94.96,3,0.7583015762458465,45,11,4,0
2024-11-25,ST003,PRD020,7,664.7199999999999,1,,0.0,0,0,8.0,8.0,2.0,5.0,7.0,3.4641016151377535,5.5,3.1167748898959213,convenience,1,dairy,94.96,3,0.7583015762458465,48,11,4,1
2024-12-30,ST003,PRD020,1,94.96,1,,0.0,0,0,7.0,8.0,10.0,1.0,8.25,1.2583057392117893,5.75,3.150963571444685,convenience,1,dairy,94.96,3,0.7583015762458465,1,12,4,1
2024-10-07,ST003,PRD022,11,2639.45,1,,0.0,0,0,1.0,6.0,2.0,4.0,8.0,10.23067283548187,7.0,6.845227743263393,convenience,1,cleaning,239.95,4,1.8344868575555424,41,10,4,0
2024-11-04,ST003,PRD022,4,959.8,1,,0.0,0,1,11.0,1.0,23.0,7.0,10.25,9.429563439877091,7.875,6.854352110677042,convenience,1,cleaning,239.95,4,1.8344868575555424,45,11,4,0
2024-12-09,ST003,PRD022,7,1679.6499999999999,1,,0.0,0,0,4.0,11.0,6.0,6.0,5.5,4.203173404306164,7.5,6.989788470128609,convenience,1,cleaning,239.95,4,1.8344868575555424,50,12,4,0
2024-12-16,ST003,PRD022,5,1199.75,1,,0.0,0,0,7.0,4.0,1.0,7.0,5.75,4.272001872658765,7.625,6.968039281503184,convenience,1,cleaning,239.95,4,1.8344868575555424,51,12,4,0
2024-09-02,ST003,PRD023,3,282.29999999999995,1,,0.0,0,0,7.0,8.0,7.0,7.0,5.75,3.2015621187164243,6.0,2.3299294900428746,convenience,1,dairy,94.1,3,0.751434059864513,36,9,3,0
2024-10-07,ST003,PRD023,5,470.5,1,,0.0,0,0,3.0,7.0,1.0,4.0,4.75,3.304037933599835,5.5,2.5071326821120414,convenience,1,dairy,94.1,3,0.751434059864513,41,10,4,0
2024-10-21,ST003,PRD023,12,1129.1999999999998,3,,0.0,0,0,5.0,3.0,8.0,7.0,5.75,2.217355782608345,5.625,2.445841952609139,convenience,1,dairy,94.1,3,0.751434059864513,43,10,4,0
2024-12-09,ST003,PRD023,1,94.1,1,,0.0,0,0,12.0,5.0,7.0,7.0,6.75,3.8622100754188224,6.25,3.327375628243464,convenience,1,dairy,94.1,3,0.751434059864513,50,12,4,0
2024-09-02,ST003,PRD028,5,1023.4000000000001,1,,0.0,0,0,6.0,2.0,1.0,2.0,3.0,2.160246899469286,4.25,3.011881234615438,convenience,1,cleaning,204.68,4,1.5648375495080993,36,9,3,0
2024-09-30,ST003,PRD028,3,614.04,1,,0.0,0,0,5.0,6.0,3.0,8.0,4.0,1.8257418583505534,4.625,2.8753881725529133,convenience,1,cleaning,204.68,4,1.5648375495080993,40,9,3,1
2024-10-07,ST003,PRD028,8,1637.44,1,,0.0,0,0,3.0,5.0,2.0,3.0,4.0,1.825741858350553,4.0,2.563479777846632,convenience,1,cleaning,204.68,4,1.5648375495080993,41,10,4,0
2024-07-08,ST003,PRD029,7,1305.43,1,,0.0,0,0,8.0,8.0,8.0,2.0,7.25,1.5,6.25,2.866057521105556,convenience,1,dairy,186.49,3,1.4892129418080025,28,7,3,0
2024-09-02,ST003,PRD029,8,1491.92,1,,0.0,0,0,7.0,8.0,5.0,2.0,7.0,1.4142135623730951,6.875,2.295181287579947,convenience,1,dairy,186.49,3,1.4892129418080025,36,9,3,0
2024-09-16,ST003,PRD029,1,186.49,1,,0.0,0,0,8.0,7.0,8.0,9.0,7.75,0.4999999999999998,7.625,1.1877349391654157,convenience,1,dairy,186.49,3,1.4892129418080025,38,9,3,0
2024-09-30,ST003,PRD029,3,559.47,1,,0.0,0,0,1.0,8.0,8.0,8.0,6.0,3.366501646120693,6.625,2.5035688811888415,convenience,1,dairy,186.49,3,1.4892129418080025,40,9,3,1
2024-11-04,ST003,PRD029,2,372.98,1,,0.0,0,0,3.0,1.0,7.0,8.0,4.75,3.304037933599835,6.0,2.72554057547699,convenience,1,dairy,186.49,3,1.4892129418080025,45,11,4,0
2024-12-09,ST003,PRD029,2,372.98,1,,0.0,0,0,2.0,3.0,8.0,5.0,3.5,3.1091263510296048,5.25,2.915475947422655,convenience,1,dairy,186.49,3,1.4892129418080025,50,12,4,0
2024-12-02,ST004,PRD001,6,404.70000000000005,1,,0.0,0,0,1.0,14.0,2.0,5.0,4.5,6.350852961085884,4.625,4.470139019889974,minimart,0,frozen,67.45,0,0.668024689492865,49,12,4,0
2024-12-09,ST004,PRD001,6,404.70000000000005,1,,0.0,0,0,6.0,1.0,1.0,8.0,5.5,6.137317546507324,4.75,4.496029994816066,minimart,0,frozen,67.45,0,0.668024689492865,50,12,4,0
2024-12-23,ST004,PRD001,7,472.15000000000003,1,,0.0,0,0,6.0,6.0,14.0,4.0,6.75,5.377421934967227,4.5,4.34248118673448,minimart,0,frozen,67.45,0,0.668024689492865,52,12,4,0
2024-07-29,ST004,PRD002,8,1504.56,1,,0.0,0,0,11.0,7.0,2.0,5.0,6.25,3.774917217635375,5.875,2.799872446074238,minimart,0,beverage,188.07,1,1.1114940299747902,31,7,3,1
2024-08-05,ST004,PRD002,2,376.14,1,,0.0,0,0,8.0,11.0,5.0,7.0,7.75,2.5,6.25,2.8660575211055574,minimart,0,beverage,188.07,1,1.1114940299747902,32,8,3,0
2024-08-12,ST004,PRD002,2,376.14,1,,0.0,0,0,2.0,8.0,7.0,7.0,7.0,3.7416573867739413,5.625,3.204349722308283,minimart,0,beverage,188.07,1,1.1114940299747902,33,8,3,0
2024-09-30,ST004,PRD002,2,376.14,1,,0.0,0,0,2.0,2.0,11.0,3.0,5.75,4.5,5.0,3.380617018914072,minimart,0,beverage,188.07,1,1.1114940299747902,40,9,3,1
2024-10-28,ST004,PRD002,7,1316.49,1,,0.0,0,0,2.0,2.0,8.0,2.0,3.5,2.9999999999999996,4.875,3.4820970692960356,minimart,0,beverage,188.07,1,1.1114940299747902,44,10,4,1
2024-12-16,ST004,PRD002,1,188.07,1,,0.0,0,0,7.0,2.0,2.0,5.0,3.25,2.5,5.5,3.3380918415851255,minimart,0,beverage,188.07,1,1.1114940299747902,51,12,4,0
2024-08-05,ST004,PRD003,7,1218.14,1,,0.0,0,0,2.0,3.0,6.0,9.0,4.75,2.753785273643051,5.625,2.6692695630078336,minimart,0,personal_care,174.02,2,1.444002778326526,32,8,3,0
2024-08-19,ST004,PRD003,9,1566.18,1,,0.0,0,0,7.0,2.0,8.0,3.0,5.0,2.943920288775949,5.375,2.3867192066576672,minimart,0,personal_care,174.02,2,1.444002778326526,34,8,3,0
2024-09-09,ST004,PRD003,2,348.04,1,,0.0,0,0,9.0,7.0,3.0,8.0,5.25,3.304037933599835,6.125,2.474873734152921,minimart,0,personal_care,174.02,2,1.444002778326526,37,9,3,0
2024-09-30,ST004,PRD003,9,1566.1800000000003,2,,0.0,0,0,2.0,9.0,2.0,6.0,5.0,3.559026084010437,5.375,2.7222627143085067,minimart,0,personal_care,174.02,2,1.444002778326526,40,9,3,1
2024-11-04,ST004,PRD003,7,1218.14,1,,0.0,0,0,9.0,2.0,7.0,6.0,6.75,3.304037933599835,5.75,3.0118812346154353,minimart,0,personal_care,174.02,2,1.444002778326526,45,11,4,0
2024-11-11,ST004,PRD003,7,1218.14,1,,0.0,0,0,7.0,9.0,9.0,8.0,6.75,3.304037933599835,5.875,3.0443155458751594,minimart,0,personal_care,174.02,2,1.444002778326526,46,11,4,0
2024-12-02,ST004,PRD003,10,1740.2000000000003,2,,0.0,0,0,7.0,7.0,2.0,3.0,6.25,2.9860788111948193,5.75,2.964070560178066,minimart,0,personal_care,174.02,2,1.444002778326526,49,12,4,0
2024-12-23,ST004,PRD003,4,696.08,1,,0.0,0,0,10.0,7.0,9.0,2.0,8.25,1.4999999999999998,6.625,3.0676887530703474,minimart,0,personal_care,174.02,2,1.444002778326526,52,12,4,0
2024-11-04,ST004,PRD004,15,3369.9,2,,0.0,0,0,11.0,13.0,8.0,1.0,9.5,3.1091263510296048,7.5,4.035556254807297,minimart,0,dairy,224.66,3,1.7940188723609085,45,11,4,0
2024-12-02,ST004,PRD004,3,673.98,1,,0.0,0,0,15.0,11.0,6.0,3.0,11.25,3.8622100754188224,9.25,3.8452196667699328,minimart,0,dairy,224.66,3,1.7940188723609085,49,12,4,0
2024-08-26,ST004,PRD008,9,597.42,2,,0.0,0,0,4.0,1.0,5.0,6.0,4.25,2.5,5.75,3.195979617313875,minimart,0,personal_care,66.38,2,0.5508154489444591,35,8,3,1
2024-10-14,ST004,PRD008,3,199.14,1,,0.0,0,0,9.0,4.0,7.0,10.0,5.25,3.5,6.125,3.399054490379854,minimart,0,personal_care,66.38,2,0.5508154489444591,42,10,4,0
2024-10-28,ST004,PRD008,3,199.14,1,,0.0,0,0,3.0,9.0,1.0,3.0,4.25,3.4034296427770228,5.25,3.150963571444688,minimart,0,personal_care,66.38,2,0.5508154489444591,44,10,4,1
2024-11-25,ST004,PRD008,2,132.76,1,,0.0,0,0,3.0,3.0,4.0,10.0,4.75,2.8722813232690143,5.25,3.150963571444688,minimart,0,personal_care,66.38,2,0.5508154489444591,48,11,4,1
2024-12-16,ST004,PRD008,6,398.28,3,,0.0,0,0,2.0,3.0,9.0,5.0,4.25,3.2015621187164243,4.25,2.659215781283765,minimart,0,personal_care,66.38,2,0.5508154489444591,51,12,4,0
2024-12-23,ST004,PRD008,10,663.8,2,,0.0,0,0,6.0,2.0,3.0,7.0,3.5,1.7320508075688772,4.375,2.72226271430851,minimart,0,personal_care,66.38,2,0.5508154489444591,52,12,4,0
2024-10-07,ST004,PRD009,1,133.76,1,PROMO001,0.25,1,0,19.0,6.0,5.0,11.0,9.0,6.68331255192114,9.125,5.383506557731944,minimart,0,snack,133.76,5,1.6725397013093681,41,10,4,0
2024-10-14,ST004,PRD009,6,802.56,1,,0.0,0,0,1.0,19.0,6.0,4.0,8.0,7.702813338860895,7.875,6.010407640085654,minimart,0,snack,133.76,5,1.6725397013093681,42,10,4,0
2024-10-28,ST004,PRD009,3,401.28,1,,0.0,0,0,6.0,1.0,6.0,15.0,8.0,7.702813338860895,8.125,5.866064633612068,minimart,0,snack,133.76,5,1.6725397013093681,44,10,4,1
2024-11-18,ST004,PRD009,4,535.04,1,,0.0,0,0,3.0,6.0,19.0,7.0,7.25,8.098353742170895,6.625,5.370222128951998,minimart,0,snack,133.76,5,1.6725397013093681,47,11,4,0
2024-12-16,ST004,PRD009,4,535.04,1,,0.0,0,0,4.0,3.0,1.0,5.0,3.5,2.081665999466132,6.25,5.444525428617004,minimart,0,snack,133.76,5,1.6725397013093681,51,12,4,0
2024-09-09,ST004,PRD010,5,106.19999999999999,1,,0.0,0,0,8.0,8.0,3.0,8.0,5.0,3.5590260840104366,4.625,3.067688753070352,minimart,0,cleaning,21.24,4,0.16238591729310156,37,9,3,0
2024-09-16,ST004,PRD010,8,169.92,1,,0.0,0,0,5.0,8.0,1.0,3.0,5.5,3.3166247903553994,4.25,2.7645717829090986,minimart,0,cleaning,21.24,4,0.16238591729310156,38,9,3,0
2024-09-23,ST004,PRD010,5,106.19999999999999,1,,0.0,0,0,8.0,5.0,8.0,5.0,7.25,1.4999999999999993,4.875,2.9970223317724707,minimart,0,cleaning,21.24,4,0.16238591729310156,39,9,3,0
2024-10-07,ST004,PRD010,8,169.92,1,,0.0,0,0,5.0,8.0,8.0,1.0,6.5,1.7320508075688767,4.875,2.9970223317724707,minimart,0,cleaning,21.24,4,0.16238591729310156,41,10,4,0
2024-11-18,ST004,PRD010,5,106.19999999999999,1,,0.0,0,0,8.0,5.0,5.0,3.0,6.5,1.7320508075688767,5.75,2.7124053637210803,minimart,0,cleaning,21.24,4,0.16238591729310156,47,11,4,0
2024-11-04,ST004,PRD011,4,246.92,1,,0.0,0,0,2.0,2.0,7.0,4.0,5.0,3.5590260840104366,4.875,2.850438562747852,minimart,0,beverage,61.73,1,0.3648244083072463,45,11,4,0
2024-12-09,ST004,PRD011,8,493.84,1,,0.0,0,0,4.0,2.0,9.0,2.0,4.25,3.304037933599834,4.875,2.850438562747852,minimart,0,beverage,61.73,1,0.3648244083072463,50,12,4,0
2024-12-23,ST004,PRD011,13,802.49,1,,0.0,0,0,8.0,4.0,2.0,8.0,4.0,2.8284271247461894,5.625,2.774243783705499,minimart,0,beverage,61.73,1,0.3648244083072463,52,12,4,0
2024-08-05,ST004,PRD012,11,1844.92,1,,0.0,0,0,2.0,8.0,7.0,7.0,5.75,2.629955639676582,5.125,2.4164614034339036,minimart,0,beverage,167.72,1,0.9912254942700688,32,8,3,0
2024-09-02,ST004,PRD012,5,838.6,1,,0.0,0,0,11.0,2.0,6.0,3.0,6.75,3.774917217635374,5.625,3.1594529363709296,minimart,0,beverage,167.72,1,0.9912254942700688,36,9,3,0
2024-09-23,ST004,PRD012,1,167.72,1,,0.0,0,0,5.0,11.0,8.0,2.0,6.5,3.872983346207416,5.875,2.997022331772469,minimart,0,beverage,167.72,1,0.9912254942700688,39,9,3,0
2024-09-30,ST004,PRD012,5,838.6,1,,0.0,0,0,1.0,5.0,2.0,6.0,4.75,4.5,5.75,3.1959796173138755,minimart,0,beverage,167.72,1,0.9912254942700688,40,9,3,1
2024-10-14,ST004,PRD012,1,167.72,1,,0.0,0,0,5.0,1.0,11.0,7.0,5.5,4.12310562561766,5.625,3.204349722308284,minimart,0,beverage,167.72,1,0.9912254942700688,42,10,4,0
2024-11-04,ST004,PRD012,4,670.88,1,,0.0,0,0,1.0,5.0,5.0,6.0,3.0,2.3094010767585025,4.875,3.522884370187918,minimart,0,beverage,167.72,1,0.9912254942700688,45,11,4,0
2024-12-23,ST004,PRD013,3,429.18,1,,0.0,0,0,1.0,2.0,6.0,5.0,3.75,2.629955639676583,4.125,2.232071427428545,minimart,0,cleaning,143.06,4,1.093734902445909,52,12,4,0
2024-11-25,ST004,PRD015,7,1074.36,1,,0.0,0,0,7.0,5.0,1.0,4.0,4.0,2.5819888974716103,4.5,3.2071349029490985,minimart,0,dairy,153.48,3,1.2256121095430972,48,11,4,1
2024-09-09,ST004,PRD017,1,16.53,1,,0.0,0,0,2.0,7.0,11.0,8.0,5.5,4.358898943540674,5.375,3.6228441865473635,minimart,0,snack,16.53,5,0.20669169604249296,37,9,3,0
2024-09-23,ST004,PRD017,3,49.59,2,,0.0,0,0,1.0,2.0,2.0,1.0,3.0,2.7080128015453204,4.5,3.7416573867739467,minimart,0,snack,16.53,5,0.20669169604249296,39,9,3,0
2024-10-07,ST004,PRD017,2,33.06,1,,0.0,0,0,3.0,1.0,7.0,4.0,3.25,2.6299556396765835,4.75,3.535533905932743,minimart,0,snack,16.53,5,0.20669169604249296,41,10,4,0
2024-10-14,ST004,PRD017,1,16.53,1,,0.0,0,0,2.0,3.0,2.0,8.0,2.0,0.8164965809277275,4.5,3.6645015252516226,minimart,0,snack,16.53,5,0.20669169604249296,42,10,4,0
2024-10-28,ST004,PRD017,1,16.53,1,,0.0,0,0,1.0,2.0,1.0,11.0,1.75,0.9574271077563393,3.625,3.54310195006741,minimart,0,snack,16.53,5,0.20669169604249296,44,10,4,1
2024-11-18,ST004,PRD017,7,115.71000000000001,1,,0.0,0,0,1.0,1.0,3.0,2.0,1.75,0.9574271077563393,2.375,1.9955307206713029,minimart,0,snack,16.53,5,0.20669169604249296,47,11,4,0
2024-12-23,ST004,PRD017,1,16.53,1,,0.0,0,0,7.0,1.0,2.0,7.0,2.75,2.8722813232690148,3.0,2.563479777846635,minimart,0,snack,16.53,5,0.20669169604249296,52,12,4,0
2024-10-28,ST004,PRD018,13,2656.81,2,,0.0,0,0,2.0,10.0,7.0,7.0,5.25,3.947573094109004,5.875,2.799872446074238,minimart,0,beverage,204.37,1,1.2078270585736581,44,10,4,1
2024-11-18,ST004,PRD018,8,1634.96,1,,0.0,0,0,13.0,2.0,2.0,6.0,6.75,5.619905100029122,6.625,3.7772817134623615,minimart,0,beverage,204.37,1,1.2078270585736581,47,11,4,0
2024-11-25,ST004,PRD018,1,204.37,1,,0.0,0,0,8.0,13.0,10.0,5.0,8.25,4.645786621588784,6.875,3.796144660799203,minimart,0,beverage,204.37,1,1.2078270585736581,48,11,4,1
2024-08-26,ST004,PRD020,2,189.92,1,,0.0,0,0,1.0,3.0,5.0,3.0,3.0,1.6329931618554496,4.75,3.2403703492039364,minimart,0,dairy,94.96,3,0.7583015762458465,35,8,3,1
2024-09-09,ST004,PRD020,7,664.7199999999999,1,,0.0,0,0,2.0,1.0,3.0,4.0,2.25,0.9574271077563341,4.625,3.3354160160315898,minimart,0,dairy,94.96,3,0.7583015762458465,37,9,3,0
2024-11-18,ST004,PRD020,2,189.92,1,,0.0,0,0,7.0,2.0,3.0,11.0,3.25,2.629955639676582,5.0,3.422613871631702,minimart,0,dairy,94.96,3,0.7583015762458465,47,11,4,0
2024-07-08,ST004,PRD021,9,463.86,2,,0.0,0,0,11.0,15.0,7.0,7.0,10.25,3.593976442141304,8.5,3.295017884191655,minimart,0,frozen,51.54,0,0.5104520755591142,28,7,3,0
2024-12-16,ST004,PRD021,7,360.78000000000003,2,,0.0,0,0,9.0,11.0,8.0,4.0,10.75,3.095695936834452,8.75,3.240370349203929,minimart,0,frozen,51.54,0,0.5104520755591142,51,12,4,0
2024-11-18,ST004,PRD022,3,683.8499999999999,1,PROMO005,0.05,1,1,3.0,4.0,3.0,5.0,3.75,0.9574271077563421,4.875,1.9594095320493228,minimart,0,cleaning,239.95,4,1.8344868575555424,47,11,4,0
2024-12-02,ST004,PRD022,13,3119.35,3,,0.0,0,0,3.0,3.0,5.0,4.0,3.75,0.9574271077563421,4.625,2.065879266282804,minimart,0,cleaning,239.95,4,1.8344868575555424,49,12,4,0
2024-12-16,ST004,PRD022,11,2639.45,1,,0.0,0,0,13.0,3.0,4.0,6.0,5.75,4.856267428111155,5.75,3.575711717366811,minimart,0,cleaning,239.95,4,1.8344868575555424,51,12,4,0
2024-12-02,ST004,PRD023,5,470.5,1,,0.0,0,0,16.0,8.0,4.0,5.0,8.75,5.1234753829798,6.875,4.2236578595200776,minimart,0,dairy,94.1,3,0.751434059864513,49,12,4,0
2024-07-22,ST004,PRD025,1,37.73,1,,0.0,0,0,9.0,1.0,11.0,1.0,5.5,5.259911279353166,5.25,4.23421438150827,minimart,0,dairy,37.73,3,0.3012923175205959,30,7,3,0
2024-07-29,ST004,PRD025,9,339.57,1,,0.0,0,0,1.0,9.0,1.0,4.0,3.0,4.0,5.25,4.23421438150827,minimart,0,dairy,37.73,3,0.3012923175205959,31,7,3,1
2024-08-05,ST004,PRD025,4,150.92,1,,0.0,0,0,9.0,1.0,1.0,10.0,5.0,4.618802153517005,5.875,4.389516732267593,minimart,0,dairy,37.73,3,0.3012923175205959,32,8,3,0
2024-08-26,ST004,PRD025,5,188.64999999999998,1,,0.0,0,0,4.0,9.0,9.0,5.0,5.75,3.947573094109002,5.125,4.08612635284674,minimart,0,dairy,37.73,3,0.3012923175205959,35,8,3,1
2024-09-02,ST004,PRD025,1,37.73,1,,0.0,0,0,5.0,4.0,1.0,11.0,4.75,3.3040379335998336,5.125,4.08612635284674,minimart,0,dairy,37.73,3,0.3012923175205959,36,9,3,0
2024-09-30,ST004,PRD025,1,37.73,1,,0.0,0,0,1.0,5.0,9.0,1.0,4.75,3.3040379335998336,3.875,3.5228843701879202,minimart,0,dairy,37.73,3,0.3012923175205959,40,9,3,1
